tree_species,region,county,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,planting_method,care_level,water_source,tree_age_months,survival_probability,survived,data_source_rainfall,real_climate_data,synthetic_survival_data,dataset_version
Acacia,Western,Meru,Volcanic,654.696014974382,21.20126679817392,678.2006751379098,7.886650075083269,Dry,Cutting,Medium,Irrigation,86,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nyanza,Machakos,Rocky,585.0451817309329,17.07863812353748,1268.2249123157164,7.507564744581659,Wet,Seedling,High,Rain-fed,18,0.91,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nyanza,Nairobi,Sandy,708.5131136934999,21.20388060951645,2202.794634912457,5.953595869239067,Dry,Seedling,Low,Irrigation,42,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Coast,Kisumu,Rocky,591.8537288258111,19.852972294373732,2878.5083555166425,7.0040295503658285,Dry,Direct Seeding,Low,Irrigation,26,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Coast,Meru,Sandy,614.9133176323392,20.73126659586208,2424.8617506291976,6.8915926448417935,Transition,Cutting,Medium,Rain-fed,100,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Rift Valley,Nairobi,Red Soil,671.6922543111065,32.72574563886694,1966.5211579386853,5.920035519362159,Dry,Seedling,High,Borehole,81,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,North Eastern,Kiambu,Loam,569.4731776209252,16.050274733171506,1142.209619114287,7.080038715051046,Transition,Seedling,Low,Irrigation,85,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Eastern,Machakos,Black Cotton,642.3893901728295,27.52024568241677,2978.1399842554706,5.820985723635313,Wet,Cutting,High,Irrigation,32,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,North Eastern,Mombasa,Rocky,696.3735311567444,30.578509171971938,1502.969785097457,6.417390198012002,Dry,Seedling,High,River,49,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Western,Kisumu,Black Cotton,550.6422317145616,22.542713380142192,2127.1934226179856,6.8323944663783385,Wet,Seedling,Medium,Rain-fed,87,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,North Eastern,Mombasa,Sandy,640.2480863692382,18.855355544056536,1951.1875167916864,5.721918485269422,Wet,Direct Seeding,Low,River,30,0.9,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Coast,Meru,Rocky,644.0105331550442,19.503513802140013,799.5725050441158,7.935411571570039,Dry,Direct Seeding,Medium,Irrigation,30,0.7799999999999999,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Eastern,Nairobi,Red Soil,670.1075370314885,23.808382927118277,2565.169075631321,7.455070219175965,Wet,Seedling,High,Rain-fed,109,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Eastern,Kiambu,Red Soil,569.1688578987189,13.945777722191266,2563.2152705822423,6.199258846178698,Wet,Seedling,Low,Borehole,35,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Pine,Western,Marsabit,Sandy,564.9935627884091,24.319861414617296,2826.4880366097905,5.79091599471369,Wet,Seedling,Low,River,78,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Rift Valley,Marsabit,Rocky,657.1134717234679,26.905343268373517,557.2345624403006,5.884477874170078,Wet,Direct Seeding,Medium,Rain-fed,10,0.81,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Western,Nakuru,Clay,645.8656271042823,14.011440401132957,847.9950615438246,7.745654068231765,Wet,Direct Seeding,High,Irrigation,25,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Turkana,Rocky,643.5410359599168,24.648463771783653,2914.5554028830497,6.58124469582533,Transition,Direct Seeding,Low,Irrigation,6,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Rift Valley,Marsabit,Loam,648.3388039174718,14.186726073669607,1911.1027266972064,5.979456138979652,Wet,Cutting,High,Borehole,31,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Eastern,Mombasa,Clay,597.0151573636984,20.48765156755936,2230.40335423533,5.655729495325157,Dry,Direct Seeding,Medium,Borehole,103,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Northern,Marsabit,Red Soil,642.6290783006732,28.635390510068333,2135.1894884299954,6.385590601111936,Dry,Direct Seeding,Medium,Borehole,86,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Nyanza,Mombasa,Volcanic,645.6700171075571,21.92403435615005,1149.5330218625854,7.400724557805337,Dry,Direct Seeding,Medium,Irrigation,13,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Eastern,Mombasa,Volcanic,595.2988225413046,19.82421701072624,1164.6278416357836,7.11522530865627,Wet,Seedling,Medium,River,68,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,North Eastern,Nairobi,Clay,724.3051189998608,23.60526166666082,1480.984303821186,7.890555476622371,Dry,Seedling,High,Rain-fed,1,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Central,Nairobi,Rocky,654.7080394882123,18.97142538498331,2148.3848055144567,7.737794351766341,Transition,Direct Seeding,Low,Rain-fed,88,0.72,0,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Central,Turkana,Loam,571.4512185824906,22.682676655413687,604.1822515059607,5.711980040114508,Transition,Direct Seeding,High,River,24,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Western,Garissa,Loam,663.8440738743145,17.141929807446743,1374.258074364624,7.436633827952955,Transition,Direct Seeding,High,Irrigation,58,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nyanza,Eldoret,Clay,582.2823099312569,18.41257406959459,706.5441586481717,6.786643966433779,Dry,Cutting,Medium,Borehole,66,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Coast,Meru,Rocky,670.3706236297456,24.7811500470033,2109.7606338528267,6.825755333122896,Transition,Seedling,Medium,Rain-fed,104,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nyanza,Kiambu,Red Soil,688.9461723929932,24.96714586596805,2141.1965183287566,5.8202393659155,Dry,Cutting,Medium,River,25,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Central,Eldoret,Volcanic,589.9822775250375,18.19799962833347,2820.7938321214424,7.189955688965888,Transition,Seedling,Low,Borehole,32,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Nyanza,Marsabit,Red Soil,679.1851999048391,23.412899752441497,2387.604821865696,6.65134874318535,Transition,Cutting,Medium,Irrigation,108,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nairobi,Eldoret,Rocky,651.6554397894479,21.57053375141104,2314.9497749632387,7.544463324642363,Dry,Cutting,High,Rain-fed,22,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,North Eastern,Kakamega,Red Soil,672.1194014423475,23.21982160639622,878.923428969184,5.734392301613892,Wet,Direct Seeding,High,Borehole,58,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Coast,Marsabit,Red Soil,725.8560425753203,17.7473977289535,2500.1774217478987,6.010089086572247,Transition,Seedling,High,River,27,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,North Eastern,Kiambu,Volcanic,618.7469876424794,22.073440973645987,2402.4769000702345,5.588278387350598,Dry,Cutting,Low,Borehole,20,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Coast,Kisumu,Volcanic,593.3295852247485,11.529396861681114,2305.1773455068424,7.715489451162686,Wet,Cutting,High,Irrigation,104,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Western,Eldoret,Volcanic,586.5406719613468,19.13501097504527,732.4765995578305,6.970505667370976,Wet,Seedling,Medium,Irrigation,55,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nyanza,Turkana,Rocky,590.225879194351,19.244071418357333,1745.639205658634,5.692645697835828,Wet,Seedling,High,Borehole,58,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Rift Valley,Meru,Clay,627.1613079719177,23.847888013437423,805.9418933129448,7.338764016218844,Transition,Cutting,Low,Borehole,92,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Northern,Marsabit,Rocky,648.0739921834552,19.300327702305747,2093.883161175574,6.740415960283048,Transition,Direct Seeding,Medium,River,103,0.82,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Northern,Nairobi,Loam,644.850933409124,22.24337419163413,913.2352774254364,7.250629898611303,Dry,Direct Seeding,Low,Irrigation,51,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Coast,Meru,Black Cotton,672.3755558944242,15.495491217429372,1654.3320340309554,6.702265001882674,Wet,Seedling,Low,Borehole,4,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,North Eastern,Meru,Clay,631.6664880365183,19.714518717068643,2413.782247477774,5.897270419173384,Dry,Seedling,Medium,Irrigation,30,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,North Eastern,Turkana,Black Cotton,703.6930973004888,20.894434523557493,1123.8654996237651,6.179874315321578,Dry,Cutting,Medium,Irrigation,45,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Nyanza,Kitui,Rocky,617.7835517807251,16.523491924650713,2429.644315454053,5.716061526906366,Transition,Cutting,High,Irrigation,48,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Western,Mombasa,Sandy,767.024851772104,28.27178434286356,1736.2028282377323,7.948877100954393,Dry,Direct Seeding,Low,Borehole,88,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Acacia,North Eastern,Mombasa,Black Cotton,662.2997608308733,27.823696772285857,785.2394622198335,5.878117071837337,Transition,Direct Seeding,High,Rain-fed,33,0.93,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Northern,Kiambu,Clay,588.1585156218089,22.761577567883123,2269.5877430744217,6.858845543356615,Wet,Direct Seeding,Medium,Irrigation,85,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nyanza,Eldoret,Black Cotton,577.4717685395674,32.050046446500005,1529.4138539612711,7.127433667877385,Transition,Cutting,Low,Borehole,10,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Northern,Eldoret,Volcanic,655.1400142047822,20.18642155210035,1862.119397711289,7.396062544672778,Transition,Seedling,Low,Rain-fed,86,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nairobi,Meru,Red Soil,619.8432541763304,21.61081401493599,1846.7544948817856,6.744531270085726,Dry,Cutting,Low,Rain-fed,50,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Coast,Kakamega,Red Soil,666.7164181472276,14.808610108413166,1217.8448952114388,7.482136047584598,Dry,Cutting,Medium,River,47,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Rift Valley,Kitui,Black Cotton,654.6782746713002,12.84804434045426,915.0857835404886,7.033682846597941,Dry,Direct Seeding,Low,River,92,0.94,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Western,Nyeri,Rocky,627.3749478097793,24.838433754672927,1282.904987043206,7.496483180956878,Transition,Cutting,High,Borehole,46,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Nairobi,Kitui,Volcanic,588.6767075392028,18.91889723296696,1307.5279959655345,7.992695392704155,Dry,Direct Seeding,High,River,3,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Northern,Kiambu,Black Cotton,555.2740322083298,20.23416853594656,968.5298602439556,7.64544263289291,Transition,Direct Seeding,Low,Irrigation,60,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Coast,Garissa,Sandy,608.690645839272,18.96089006452784,1735.5311181257498,7.570623131093046,Wet,Direct Seeding,Low,River,33,0.8099999999999999,0,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Central,Kakamega,Rocky,673.8363331587966,25.04319414936997,2034.4435470392475,6.588763635995399,Transition,Cutting,Low,Borehole,94,0.88,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Northern,Nyeri,Rocky,641.7210806491332,23.48654822840421,1287.2989715324193,5.509542835310868,Dry,Cutting,Low,River,72,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,North Eastern,Kakamega,Volcanic,568.7294545070235,31.694644995291423,1263.2766917418282,6.03161094092774,Wet,Seedling,High,Borehole,116,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Nyanza,Marsabit,Black Cotton,639.6754397351821,23.73088872916371,500.4709988914548,5.922702675889981,Wet,Direct Seeding,Medium,Borehole,100,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Northern,Mombasa,Black Cotton,650.2822624290649,29.05854687965728,545.0002223630374,6.553610103948119,Dry,Seedling,Low,Borehole,83,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Northern,Kakamega,Volcanic,586.8235216325663,19.366222836725047,1203.8029960373249,7.681884598915319,Dry,Direct Seeding,High,River,30,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Nyanza,Kiambu,Clay,638.7026487398994,17.570420020203606,1997.0207409587283,5.661228178122919,Dry,Seedling,High,River,110,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Rift Valley,Kakamega,Red Soil,633.9268293649229,21.155891384049948,2486.445696750476,5.586675666816208,Dry,Direct Seeding,Low,River,69,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nyanza,Garissa,Black Cotton,573.8678785510918,24.505470849699226,2697.4472507056685,6.9294308801208055,Wet,Cutting,High,Borehole,47,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Eastern,Mombasa,Red Soil,648.9057614600372,16.43472786468144,2078.268882729972,6.979242905765814,Wet,Direct Seeding,Low,Irrigation,76,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Northern,Kisumu,Clay,659.0556197610347,13.250110628906016,2959.6007821385947,6.172397364566177,Wet,Direct Seeding,Medium,Irrigation,17,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nyanza,Marsabit,Loam,685.1689556013869,14.035986003237571,1626.1632541445458,6.682428365238776,Dry,Direct Seeding,High,Rain-fed,84,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Northern,Marsabit,Clay,683.7064960443681,19.112349532462236,1930.121608423252,6.781669314891041,Dry,Direct Seeding,High,Rain-fed,88,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Western,Kitui,Volcanic,562.1329250447684,22.43183783536712,1936.948885661038,5.57417055766185,Transition,Direct Seeding,High,River,46,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nairobi,Garissa,Sandy,584.1251414468668,21.09260835210402,2285.081611167141,7.01976303522676,Dry,Direct Seeding,Low,Irrigation,8,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Kakamega,Loam,656.768156803056,26.48419657932766,786.2190951647628,6.459597207612449,Transition,Direct Seeding,High,River,28,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Western,Kitui,Volcanic,656.7056909882334,21.15845883018965,2171.431616807285,7.196674891681412,Wet,Seedling,Low,Irrigation,14,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Western,Marsabit,Sandy,656.7687777579254,20.41327203635696,2094.6927316590845,7.352453125686447,Dry,Seedling,Low,Borehole,41,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Nairobi,Eldoret,Clay,823.652967975359,22.464224505705573,807.5082378093641,6.896605991126063,Wet,Direct Seeding,Medium,Borehole,28,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Rift Valley,Nakuru,Loam,659.5609189772813,26.595770868050007,1265.7837469455317,7.472462899801983,Transition,Cutting,Low,River,41,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Coast,Mombasa,Rocky,687.7946754516529,20.271952426516503,1814.5314971833093,6.77920346645378,Dry,Direct Seeding,High,Borehole,56,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Central,Nairobi,Black Cotton,678.7164816172831,21.19327894174103,2092.255793636858,6.351510416453229,Dry,Seedling,Medium,Rain-fed,8,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Western,Kiambu,Black Cotton,663.5859560079128,22.4883792778014,748.2555068842323,6.02216017676435,Transition,Direct Seeding,Medium,Irrigation,15,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Eastern,Nairobi,Volcanic,615.2529312106057,20.33090255121995,2007.357191198654,7.566768399353719,Wet,Direct Seeding,High,Rain-fed,68,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Rift Valley,Turkana,Loam,668.9648544672864,23.25226203863889,2584.124904843964,6.60110337578106,Wet,Direct Seeding,Medium,Borehole,113,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Western,Turkana,Red Soil,592.3751327157444,24.4697593599686,1368.1925975762688,6.9511690024842405,Wet,Cutting,High,Rain-fed,11,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Coast,Eldoret,Rocky,619.1754631056225,15.994849169615376,2481.303479907298,6.653613779718281,Dry,Direct Seeding,Medium,Borehole,17,0.8,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Coast,Kisumu,Loam,606.7482160511678,29.80953212383053,1383.6518513669562,6.646166061423145,Transition,Direct Seeding,High,River,92,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nairobi,Machakos,Rocky,635.1101004119391,16.137041955736287,2952.468445406713,6.708518589932867,Wet,Direct Seeding,Medium,River,75,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Rift Valley,Garissa,Loam,746.7493217762984,22.937099402617186,1405.670217746478,7.314291158049873,Transition,Cutting,High,Borehole,111,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Western,Kitui,Volcanic,537.6531338130355,20.97772510157388,2732.725512988537,5.656143984047679,Dry,Seedling,High,Borehole,47,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Nyanza,Nakuru,Black Cotton,665.3294029613487,24.30035303173719,2111.1756928025843,7.549494512461819,Dry,Cutting,Low,Borehole,94,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Coast,Garissa,Clay,550.3805998831403,14.80217973311908,672.5738522196241,5.514164536323918,Transition,Cutting,Medium,Borehole,1,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
