tree_species,region,county,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,planting_method,care_level,water_source,tree_age_months,survival_probability,survived
Bamboo,Nyanza,Turkana,Rocky,1033.5083228499914,19.244071418357333,1745.639205658634,5.692645697835828,Wet,Seedling,High,Borehole,58,0.95,1
Eucalyptus,Rift Valley,Meru,Clay,108.76929807281397,23.847888013437426,805.9418933129448,7.338764016218844,Transition,Cutting,Low,Borehole,92,0.95,1
Jacaranda,Northern,Marsabit,Rocky,536.2847344472331,19.300327702305747,2093.883161175574,6.740415960283048,Transition,Direct Seeding,Medium,River,103,0.82,1
Bamboo,Northern,Nairobi,Loam,906.8500631674527,22.24337419163413,913.2352774254364,7.250629898611303,Dry,Direct Seeding,Low,Irrigation,51,0.95,1
Indigenous Mix,Coast,Meru,Black Cotton,624.9762932395611,15.495491217429372,1654.3320340309554,6.702265001882674,Wet,Seedling,Low,Borehole,4,0.95,1
Neem,North Eastern,Meru,Clay,1298.377764364361,19.714518717068643,2413.782247477774,5.897270419173384,Dry,Seedling,Medium,Irrigation,30,0.95,1
Bamboo,North Eastern,Turkana,Black Cotton,906.506736326455,20.894434523557493,1123.8654996237651,6.179874315321578,Dry,Cutting,Medium,Irrigation,45,0.95,1
Pine,Nyanza,Kitui,Rocky,405.87265589419013,16.523491924650713,2429.644315454053,5.716061526906366,Transition,Cutting,High,Irrigation,48,0.95,1
Indigenous Mix,Western,Mombasa,Sandy,962.739158450071,28.271784342863562,1736.2028282377323,7.948877100954393,Dry,Direct Seeding,Low,Borehole,88,0.95,0
Acacia,North Eastern,Mombasa,Black Cotton,315.46045522834714,27.823696772285857,785.2394622198335,5.878117071837337,Transition,Direct Seeding,High,Rain-fed,33,0.9299999999999999,1
Bamboo,Northern,Kiambu,Clay,711.3376279560352,22.761577567883123,2269.5877430744217,6.858845543356615,Wet,Direct Seeding,Medium,Irrigation,85,0.95,1
Bamboo,Nyanza,Eldoret,Black Cotton,665.4859342838354,32.050046446500005,1529.4138539612713,7.127433667877385,Transition,Cutting,Low,Borehole,10,0.95,1
Acacia,Northern,Eldoret,Volcanic,1052.7349774718434,20.18642155210035,1862.1193977112891,7.396062544672778,Transition,Seedling,Low,Rain-fed,86,0.95,1
Bamboo,Nairobi,Meru,Red Soil,1064.9329331441477,21.61081401493599,1846.7544948817856,6.744531270085726,Dry,Cutting,Low,Rain-fed,50,0.95,0
Acacia,Coast,Kakamega,Red Soil,833.9811231613294,14.808610108413166,1217.8448952114388,7.482136047584598,Dry,Cutting,Medium,River,47,0.95,1
Cypress,Rift Valley,Kitui,Black Cotton,1405.9513674962766,12.84804434045426,915.0857835404886,7.033682846597941,Dry,Direct Seeding,Low,River,92,0.94,1
Bamboo,Western,Nyeri,Rocky,1034.5397933938734,24.838433754672927,1282.904987043206,7.496483180956878,Transition,Cutting,High,Borehole,46,0.95,1
Cedar,Nairobi,Kitui,Volcanic,910.2566907528112,18.918897232966962,1307.5279959655345,7.992695392704155,Dry,Direct Seeding,High,River,3,0.95,1
Acacia,Northern,Kiambu,Black Cotton,858.3152904732008,20.23416853594656,968.5298602439556,7.64544263289291,Transition,Direct Seeding,Low,Irrigation,60,0.95,1
Neem,Coast,Garissa,Sandy,163.4435302974216,18.960890064527838,1735.5311181257498,7.570623131093046,Wet,Direct Seeding,Low,River,33,0.8099999999999999,0
Bamboo,Central,Kakamega,Rocky,564.7892375018077,25.043194149369974,2034.4435470392475,6.588763635995399,Transition,Cutting,Low,Borehole,94,0.88,1
Grevillea,Northern,Nyeri,Rocky,653.2715642243279,23.48654822840421,1287.2989715324193,5.509542835310868,Dry,Cutting,Low,River,72,0.95,1
Cypress,North Eastern,Kakamega,Volcanic,837.9138738639235,31.694644995291423,1263.2766917418282,6.03161094092774,Wet,Seedling,High,Borehole,116,0.95,1
Pine,Nyanza,Marsabit,Black Cotton,1057.7771674999522,23.73088872916371,500.47099889145477,5.9227026758899814,Wet,Direct Seeding,Medium,Borehole,100,0.95,1
Cedar,Northern,Mombasa,Black Cotton,770.6830840787244,29.05854687965728,545.0002223630374,6.5536101039481185,Dry,Seedling,Low,Borehole,83,0.95,1
Casuarina,Northern,Kakamega,Volcanic,1066.598826065288,19.366222836725047,1203.8029960373249,7.681884598915319,Dry,Direct Seeding,High,River,30,0.95,1
Neem,Nyanza,Kiambu,Clay,1023.6212592036205,17.570420020203606,1997.0207409587285,5.661228178122919,Dry,Seedling,High,River,110,0.95,1
Cypress,Rift Valley,Kakamega,Red Soil,768.6652344387586,21.155891384049948,2486.4456967504757,5.586675666816208,Dry,Direct Seeding,Low,River,69,0.95,1
Grevillea,Nyanza,Garissa,Black Cotton,1092.559288934729,24.505470849699226,2697.4472507056685,6.9294308801208055,Wet,Cutting,High,Borehole,47,0.95,1
Cypress,Eastern,Mombasa,Red Soil,1431.5607203624031,16.43472786468144,2078.2688827299717,6.979242905765814,Wet,Direct Seeding,Low,Irrigation,76,0.95,1
Bamboo,Northern,Kisumu,Clay,737.7106841052863,13.250110628906016,2959.6007821385947,6.172397364566177,Wet,Direct Seeding,Medium,Irrigation,17,0.95,1
Cypress,Nyanza,Marsabit,Loam,744.450431307538,14.035986003237571,1626.1632541445458,6.682428365238776,Dry,Direct Seeding,High,Rain-fed,84,0.95,1
Jacaranda,Northern,Marsabit,Clay,1125.3438749219213,19.112349532462233,1930.1216084232522,6.781669314891041,Dry,Direct Seeding,High,Rain-fed,88,0.95,1
Jacaranda,Western,Kitui,Volcanic,1111.471877859727,22.431837835367116,1936.948885661038,5.57417055766185,Transition,Direct Seeding,High,River,46,0.95,1
Eucalyptus,Nairobi,Garissa,Sandy,1049.4047801189763,21.09260835210402,2285.081611167141,7.0197630352267595,Dry,Direct Seeding,Low,Irrigation,8,0.95,1
Acacia,Rift Valley,Kakamega,Loam,1283.6661884766272,26.48419657932766,786.2190951647628,6.459597207612449,Transition,Direct Seeding,High,River,28,0.95,1
Pine,Western,Kitui,Volcanic,953.5772273087825,21.15845883018965,2171.431616807285,7.196674891681412,Wet,Seedling,Low,Irrigation,14,0.95,1
Bamboo,Western,Marsabit,Sandy,709.6234294019597,20.413272036356958,2094.6927316590845,7.352453125686447,Dry,Seedling,Low,Borehole,41,0.95,1
Wattle,Nairobi,Eldoret,Clay,635.3825276777116,22.464224505705573,807.5082378093641,6.896605991126063,Wet,Direct Seeding,Medium,Borehole,28,0.95,1
Neem,Rift Valley,Nakuru,Loam,441.908950473056,26.595770868050007,1265.7837469455317,7.472462899801983,Transition,Cutting,Low,River,41,0.95,1
Neem,Coast,Mombasa,Rocky,776.5188008589755,20.271952426516506,1814.5314971833095,6.7792034664537795,Dry,Direct Seeding,High,Borehole,56,0.95,1
Jacaranda,Central,Nairobi,Black Cotton,814.873556145412,21.19327894174103,2092.255793636858,6.3515104164532294,Dry,Seedling,Medium,Rain-fed,8,0.95,1
Jacaranda,Western,Kiambu,Black Cotton,465.5756878025332,22.488379277801396,748.2555068842323,6.02216017676435,Transition,Direct Seeding,Medium,Irrigation,15,0.95,1
Eucalyptus,Eastern,Nairobi,Volcanic,1009.0863213532207,20.33090255121995,2007.357191198654,7.566768399353719,Wet,Direct Seeding,High,Rain-fed,68,0.95,1
Cedar,Rift Valley,Turkana,Loam,1271.8443922751544,23.252262038638886,2584.124904843964,6.60110337578106,Wet,Direct Seeding,Medium,Borehole,113,0.95,1
Casuarina,Western,Turkana,Red Soil,818.3346828102163,24.469759359968602,1368.1925975762688,6.9511690024842405,Wet,Cutting,High,Rain-fed,11,0.95,1
Grevillea,Coast,Eldoret,Rocky,485.4427660384421,15.994849169615375,2481.303479907298,6.653613779718281,Dry,Direct Seeding,Medium,Borehole,17,0.8,1
Bamboo,Coast,Kisumu,Loam,1299.332076184463,29.80953212383053,1383.6518513669562,6.646166061423145,Transition,Direct Seeding,High,River,92,0.95,1
Bamboo,Nairobi,Machakos,Rocky,762.614661142961,16.137041955736287,2952.468445406713,6.708518589932867,Wet,Direct Seeding,Medium,River,75,0.95,1
Indigenous Mix,Rift Valley,Garissa,Loam,1022.6248909608005,22.937099402617182,1405.6702177464779,7.314291158049873,Transition,Cutting,High,Borehole,111,0.95,1
Bamboo,Western,Kitui,Volcanic,1149.7418057625157,20.977725101573878,2732.7255129885375,5.656143984047679,Dry,Seedling,High,Borehole,47,0.95,1
Wattle,Nyanza,Nakuru,Black Cotton,1471.9229119783595,24.30035303173719,2111.1756928025843,7.549494512461819,Dry,Cutting,Low,Borehole,94,0.95,1
Casuarina,Coast,Garissa,Clay,1162.7798332906218,14.802179733119079,672.5738522196241,5.514164536323918,Transition,Cutting,Medium,Borehole,1,0.95,1
Bamboo,Western,Eldoret,Loam,553.9276011653895,21.87986070959698,1518.857577581077,6.517766222814069,Wet,Direct Seeding,High,River,60,0.95,1
Grevillea,Rift Valley,Machakos,Rocky,809.0572361630465,25.0430372117837,1248.9141948846848,5.692155188190409,Wet,Seedling,Medium,Irrigation,60,0.95,1
Casuarina,Nairobi,Kitui,Black Cotton,500.5910488460839,18.182843299249974,1202.511247271784,7.508706858242212,Dry,Direct Seeding,Low,Rain-fed,103,0.95,1
Grevillea,Nairobi,Marsabit,Sandy,678.0613336311915,15.085665113728876,2399.028571749491,5.969607131344436,Wet,Seedling,Medium,Irrigation,100,0.95,1
Acacia,Nairobi,Eldoret,Sandy,569.9040169592835,16.829494052715347,1224.9252973590226,6.908222327384537,Transition,Seedling,Medium,Irrigation,31,0.95,1
Eucalyptus,Rift Valley,Kisumu,Black Cotton,510.71160807308956,26.679407781358577,1506.1165935841723,5.756870631131059,Dry,Seedling,High,Irrigation,87,0.95,1
Cypress,North Eastern,Kitui,Sandy,542.4650178875943,27.62793885520172,754.7309701650338,6.40058479700107,Wet,Cutting,High,Borehole,15,0.95,1
Cedar,Central,Garissa,Loam,917.1394549786669,21.48389123533752,723.2238113139323,7.217548166258107,Dry,Seedling,Low,Borehole,55,0.95,1
Acacia,North Eastern,Marsabit,Clay,749.4480107195395,22.997439711387067,1196.0985206260864,5.824001627988605,Dry,Cutting,Low,River,84,0.95,0
Cypress,Rift Valley,Marsabit,Loam,798.947602397438,17.149980162454785,1462.8002997562503,7.664550413055888,Dry,Direct Seeding,High,Irrigation,71,0.95,1
Bamboo,Nyanza,Kisumu,Clay,1286.4800299298965,18.891864129820483,1427.9040369643544,7.674407941704277,Dry,Direct Seeding,High,Irrigation,87,0.95,1
Indigenous Mix,Western,Turkana,Clay,841.489606935743,20.300427471153917,1670.385353252576,6.947938138436806,Dry,Seedling,Medium,Rain-fed,118,0.95,1
Cedar,Western,Nyeri,Loam,342.40427292996327,16.330922024565584,548.3190772940026,5.810920997501276,Transition,Direct Seeding,Medium,River,102,0.8799999999999999,1
Acacia,Nairobi,Garissa,Red Soil,961.4185160545427,21.79159598805053,1797.5807003238717,7.193855668647383,Dry,Seedling,Low,Irrigation,104,0.95,1
Indigenous Mix,North Eastern,Nairobi,Red Soil,1001.8583707900459,24.95907066870689,800.5180728014407,6.163957082396515,Wet,Direct Seeding,Medium,River,7,0.95,1
Wattle,Nyanza,Nairobi,Red Soil,1096.6007508074008,15.242771175540144,2935.486109540893,7.6176520674597485,Dry,Direct Seeding,Medium,Borehole,72,0.95,1
Cedar,Eastern,Machakos,Clay,769.0235719552858,13.784055944229163,2368.611016491735,6.684524570994867,Transition,Seedling,Low,Borehole,5,0.95,1
Wattle,North Eastern,Machakos,Loam,598.7491889799517,25.14849926356292,2314.0680006860393,7.049336428582723,Dry,Cutting,High,Rain-fed,83,0.95,1
Bamboo,North Eastern,Nyeri,Black Cotton,1136.8591861201423,24.587718879061356,2868.488123966117,6.343350352542559,Wet,Direct Seeding,Medium,Rain-fed,26,0.95,1
Cedar,Coast,Marsabit,Volcanic,293.2824652013312,18.403400049352236,2402.720765059689,6.385669412102617,Wet,Seedling,Medium,Irrigation,38,0.95,1
Casuarina,Central,Nairobi,Loam,136.4414266011479,29.667168506481627,609.7498566075128,5.91437444955039,Dry,Cutting,Low,River,50,0.87,1
Jacaranda,North Eastern,Garissa,Loam,885.7755981427947,17.905016549206614,1745.5900012481825,6.516685174996458,Dry,Seedling,Low,Borehole,89,0.95,1
Jacaranda,Rift Valley,Nairobi,Loam,848.8233244539188,22.20689526292924,975.2691244593191,7.4814877907209585,Transition,Seedling,Medium,Borehole,117,0.95,1
Jacaranda,Nairobi,Nairobi,Loam,922.2968760874842,24.643840528957867,1274.9998429294733,6.080099572252765,Wet,Direct Seeding,Medium,River,86,0.95,1
Casuarina,Northern,Kakamega,Loam,424.8776798090847,25.022576631776833,1304.1749741488716,7.62010522400371,Dry,Cutting,High,Rain-fed,93,0.95,1
Wattle,Nairobi,Nairobi,Loam,572.6023332443979,14.168251335179537,2798.8275616401243,7.9831375385574095,Dry,Cutting,Low,Rain-fed,94,0.95,1
Indigenous Mix,Rift Valley,Meru,Clay,1034.8511494213676,14.80112893444958,2981.1057234369473,6.465807932691165,Wet,Seedling,Medium,Rain-fed,1,0.95,0
Casuarina,North Eastern,Turkana,Rocky,558.8082803579066,25.730440597698422,2890.800233468819,5.870444820574864,Dry,Cutting,High,Borehole,11,0.95,1
Cedar,Nyanza,Kakamega,Volcanic,745.46741723512,22.86670711856777,1575.2571913245001,7.759393929437856,Wet,Cutting,Medium,River,4,0.95,1
Grevillea,North Eastern,Kitui,Rocky,922.7084161227912,15.372450441587969,965.3397443833699,6.328911747667984,Wet,Cutting,High,Rain-fed,15,0.95,1
Casuarina,Nyanza,Machakos,Rocky,931.0215655200528,24.021473774808488,1330.4775827890116,7.234045143684488,Transition,Direct Seeding,High,Borehole,34,0.95,1
Wattle,North Eastern,Turkana,Clay,910.5450810010987,21.10244768629244,1479.5599082087501,6.866751301391921,Wet,Direct Seeding,High,Irrigation,70,0.95,1
Neem,Northern,Nakuru,Red Soil,1098.494500637706,21.1873693593505,629.7523589682726,5.977796773740007,Transition,Direct Seeding,High,Borehole,41,0.95,1
Bamboo,Eastern,Mombasa,Black Cotton,543.8180874836921,17.38237304115635,813.391189480964,6.342411814293641,Dry,Direct Seeding,High,River,54,0.95,1
Wattle,Central,Kitui,Sandy,1340.6494425294336,23.9155010603661,918.303260002651,7.451579293563893,Wet,Cutting,High,Borehole,17,0.95,1
Wattle,Nyanza,Kiambu,Red Soil,809.9983776997406,17.219115584251764,1772.2263889776398,6.423201925538852,Transition,Direct Seeding,Low,Borehole,70,0.95,1
Wattle,Northern,Kisumu,Rocky,674.6660607704661,26.711190757486808,577.1447607701812,5.629738248796027,Dry,Direct Seeding,Low,Rain-fed,3,0.59,0
Acacia,Eastern,Kiambu,Clay,990.0834621727495,22.439844105264154,1740.646882205904,6.451294274674736,Transition,Cutting,Medium,Irrigation,43,0.95,1
Casuarina,Western,Kakamega,Clay,816.176127591734,36.61677808659544,2265.482957408397,6.83572637973419,Dry,Seedling,High,River,27,0.95,1
Acacia,Eastern,Garissa,Red Soil,153.99712403862668,27.48576355876848,829.2875714477339,7.663239397272282,Wet,Cutting,High,Rain-fed,22,0.95,1
Cypress,Rift Valley,Meru,Rocky,927.8358579213984,21.084043271414387,2626.7006515121157,7.954764245191348,Dry,Seedling,High,Borehole,113,0.95,1
Indigenous Mix,Northern,Eldoret,Loam,1002.8930179992736,21.31322913046928,1576.350523767975,7.694961242462087,Dry,Seedling,High,Borehole,62,0.95,1
Grevillea,Nairobi,Nakuru,Black Cotton,849.4231362393155,21.79740824982104,2462.1545573972007,7.33371686623026,Dry,Direct Seeding,Medium,Borehole,20,0.95,1
Wattle,Coast,Kiambu,Sandy,401.50551456048476,22.387368593686148,2926.6913635243604,5.783258761818661,Dry,Cutting,High,River,49,0.95,1
Casuarina,Northern,Kisumu,Sandy,917.1781718597709,34.26951672971786,2350.4034219036575,7.076751177896963,Transition,Cutting,Low,Rain-fed,55,0.77,0
Cypress,Rift Valley,Marsabit,Volcanic,765.0110202798817,18.384561351820686,2239.493694138612,6.645055529170647,Wet,Cutting,Medium,Borehole,22,0.95,1
Jacaranda,Rift Valley,Turkana,Rocky,1384.601287316446,19.207426289530563,1958.8924183120464,6.814390548897837,Dry,Seedling,High,Irrigation,83,0.95,1
Acacia,Nairobi,Nairobi,Clay,366.6447988993181,29.151732994239637,626.2223610310198,7.068716429460698,Transition,Seedling,High,Rain-fed,1,0.8500000000000001,1
Jacaranda,Northern,Kiambu,Loam,550.580159819764,25.487933001735893,2162.4862905944346,6.745100982642173,Transition,Cutting,High,River,85,0.95,1
Neem,Central,Kitui,Clay,816.2062178142469,28.733329114183938,1595.9624500769032,7.990655716312192,Dry,Seedling,High,River,42,0.95,1
Pine,Nairobi,Machakos,Sandy,508.0653919336039,12.612785573819455,1038.3609534563816,6.9927394254668,Wet,Cutting,Low,Rain-fed,19,0.7000000000000001,0
Casuarina,Western,Marsabit,Sandy,899.0872589399422,9.55718869104258,1133.3929251491536,7.969148980853129,Dry,Direct Seeding,Medium,Borehole,73,0.95,1
Casuarina,Coast,Kiambu,Volcanic,564.2041902095053,15.094776984231125,2738.3652228829233,7.166157618817089,Wet,Cutting,Medium,Irrigation,107,0.95,1
Bamboo,North Eastern,Turkana,Rocky,453.91280291519723,22.568122287471635,2459.9683967233887,6.548474029167429,Wet,Direct Seeding,Low,Irrigation,7,0.95,1
Wattle,Central,Kisumu,Black Cotton,595.7146772579738,17.491092066495895,2282.4000196470142,5.528731183245288,Dry,Direct Seeding,High,Rain-fed,112,0.95,1
Cypress,Eastern,Kakamega,Clay,1037.1115688155135,23.70025647284445,2535.3142139779047,7.21283577468621,Transition,Seedling,Low,Rain-fed,56,0.95,1
Grevillea,Coast,Meru,Black Cotton,1114.690982777351,19.665984406537355,2473.232120799214,6.269489579201864,Wet,Seedling,Medium,Borehole,49,0.95,1
Grevillea,Northern,Nyeri,Black Cotton,991.3690214500486,20.566394126193796,694.1019399719532,7.572178190632396,Dry,Cutting,High,River,42,0.95,1
Indigenous Mix,Nairobi,Turkana,Black Cotton,683.1795370909405,29.95452452452259,2026.3668875385613,5.900913515299358,Transition,Cutting,High,Rain-fed,112,0.95,1
Bamboo,Central,Marsabit,Clay,829.5388451222607,27.603687224083256,2473.580485487978,6.241966705049626,Wet,Seedling,Low,Irrigation,107,0.95,1
Jacaranda,Nairobi,Mombasa,Red Soil,1135.6644860895196,31.169613260968916,796.0375979398298,6.029735826100273,Wet,Seedling,Low,Irrigation,19,0.95,0
Cypress,Western,Machakos,Red Soil,1106.4149886288196,32.442213864349625,1539.4377588083048,6.5723608335753605,Wet,Direct Seeding,Medium,Irrigation,65,0.95,1
Eucalyptus,Coast,Turkana,Volcanic,898.3463518529256,26.62135069768915,1831.2601660399546,5.788486605447293,Transition,Seedling,High,Borehole,88,0.95,1
Eucalyptus,Central,Marsabit,Clay,1024.7269532759208,27.543941912376823,2432.466803263967,7.878605071814203,Transition,Cutting,High,Borehole,25,0.95,1
Neem,North Eastern,Eldoret,Clay,1239.2531716257313,26.98429386732904,1133.1809588067877,5.524946941646124,Dry,Direct Seeding,Low,River,86,0.95,1
Cypress,Coast,Marsabit,Black Cotton,728.3261474047914,29.150778182799392,958.6054910085863,7.637435048903686,Dry,Seedling,Low,River,104,0.95,1
Wattle,Central,Turkana,Sandy,1054.5292646615853,10.765553330076974,2920.1645301268973,5.666411819785557,Wet,Direct Seeding,Medium,Borehole,77,0.95,1
Grevillea,Eastern,Kitui,Rocky,574.7584084736777,21.531937953582762,2323.0868572841073,7.021022339700044,Transition,Cutting,Low,Irrigation,95,0.95,1
Casuarina,North Eastern,Meru,Clay,737.3137534327958,32.550677910428114,513.2836891708648,7.511236606079556,Wet,Direct Seeding,High,Irrigation,58,0.95,1
Jacaranda,Nairobi,Garissa,Clay,456.7215705824876,22.28645177226508,2177.8936834492215,7.0511844626299265,Transition,Seedling,High,Irrigation,92,0.95,1
Indigenous Mix,Coast,Kisumu,Black Cotton,962.4222706617765,29.208583804750262,2135.3318425696843,7.722819809850025,Wet,Seedling,High,Rain-fed,76,0.95,1
Pine,Central,Machakos,Sandy,1210.8163017788884,13.197107028791985,963.4319477062787,6.999428287426245,Wet,Cutting,Medium,Borehole,12,0.95,1
Bamboo,Western,Marsabit,Volcanic,602.6496338443588,26.272626135333077,2230.8973061526453,6.160154961734297,Dry,Direct Seeding,High,Irrigation,94,0.95,1
Acacia,Nairobi,Mombasa,Black Cotton,1111.8185159126415,24.483323671136873,657.8507323184783,7.441976208518068,Wet,Direct Seeding,High,Rain-fed,101,0.95,1
Bamboo,North Eastern,Eldoret,Black Cotton,904.8950141899081,14.175986143189725,597.448301652826,7.167118478264145,Transition,Cutting,High,Borehole,104,0.95,0
Bamboo,Eastern,Garissa,Loam,900.5174087252352,23.58077978591389,1122.5218402727248,6.941755997144391,Dry,Cutting,High,Irrigation,31,0.95,1
Cypress,Eastern,Kitui,Loam,1534.8379396874302,16.118483715383654,1260.075681119999,6.29526111725868,Dry,Seedling,Low,Irrigation,115,0.95,1
Pine,Central,Meru,Red Soil,439.6089950696498,25.459405724275435,535.9536151802125,7.410883466091068,Transition,Seedling,Low,Borehole,107,0.95,1
Cypress,Rift Valley,Machakos,Volcanic,874.7925786925186,27.225442370423767,1952.3759497204483,7.976697892664415,Transition,Cutting,Low,River,25,0.95,1
Indigenous Mix,Rift Valley,Meru,Black Cotton,1216.986610066347,14.464640384108066,2082.6816337487826,6.673213068314476,Dry,Seedling,High,Irrigation,42,0.95,1
